Designator,Mid X,Mid Y,Rotation,Layer
C5,248.94,-79.43,0.0,bottom
C6,257.5,-71.0,0.0,top
C7,257.77,-87.46,180.0,bottom
C8,255.12,-68.45,180.0,bottom
HS6,253.49,-84.130264,180.0,top
HS7,253.45,-61.169735,0.0,top
J6,253.59,-104.14,180.0,top
J7,240.98,-104.14,180.0,top
J8,233.4,-40.35,90.0,top
J9,266.2,-104.14,180.0,top
U2,253.49,-83.70526,0.0,top
U3,253.45,-61.615,180.0,top
