Designator,Mid X,Mid Y,Rotation,Layer
F2,21.15,-75.25,270.0,top
J1,22.08,-104.23,180.0,top
J10,91.3975,-46.71,270.0,top
J11,91.37,-90.23,270.0,top
J4,91.37,-68.73,270.0,top
J5,22.79,-53.71,90.0,top
TR1,56.94,-68.63,0.0,top
