Designator,Footprint,Quantity,Value,LCSC Part #
F2,Keystone fuseholder 4527,1,Fuse - 8A T,
"J1, J5",TBP01R1-508-02BK,2,230V AC,
"J10, J11",TBP01R1-508-02BK,2,18V AC,
J4,TBP01R1-508-02BK,1,15V AC,
TR1,Transformer_Hahn_BV_EL_603_COMBINED,1,Hahn BV EL 603 1027,
